0,1,2
657000,4587.295023979535,11158.24560046196
658000,4136.144273896868,11181.501127004623
659000,4426.50961830054,11204.710909843445
660000,4469.88166272353,11227.90448474884
671000,4400.360832455038,11484.13558602333
672000,4548.629794239508,11507.613010644913
673000,4473.366874537197,11531.445654392242
674000,4544.181259512602,11555.181428909302
675000,4541.5544284074585,11578.599287033081
686000,4549.493241618442,11836.644231796265
687000,4412.703502120724,11860.384272813797
688000,4642.34299732162,11884.418719053268
689000,4782.200165295785,11908.736055374146
690000,4767.233394569143,11932.497779846191
701000,4535.980427725019,12193.932292461395
702000,4844.4064391264665,12217.645357131958
703000,4730.430333347679,12241.390650987625
704000,4778.125526372931,12265.208947896957
705000,4540.302916882902,12289.19644165039
716000,4785.557646377626,12556.66275882721
717000,4671.7246781907525,12581.079444169998
718000,4590.228439981739,12605.558591127396
719000,4950.543144543345,12630.121501922607
720000,4875.966743109939,12654.574155330658
731000,4931.8969464414195,12924.51362156868
732000,4899.107379273555,12949.038782596588
733000,4991.649303423204,12973.501574516296
734000,4717.495824189428,12998.377948760986
735000,5047.47183436,13023.420108795166
746000,4907.210798500963,13297.52035665512
747000,4741.157760242784,13322.784349441528
748000,4985.372711864809,13347.970126867294
749000,5070.735282361931,13373.554982185364
750000,5095.297587681428,13398.59648180008
761000,5072.892668875061,13675.910559415817
762000,5077.208750989096,13701.284938812256
763000,4855.583213785061,13726.519955158234
764000,4982.415781588719,13751.760131120682
765000,4919.2898570743955,13776.92561507225
776000,5207.742381873393,14057.048075199127
777000,4971.6469569599385,14082.72278380394
778000,4929.1217135155375,14108.36528801918
779000,5104.090557274201,14134.260124444962
780000,4846.2672384011275,14160.337313175201
791000,5004.646882175752,14444.897530794144
792000,5058.600290209415,14471.023980855942
793000,4744.638312307246,14497.8482401371
794000,5100.136644806131,14524.265481948853
795000,5064.257805356154,14550.709176540375
806000,4886.443524909819,14836.467059850693
807000,4883.439308470894,14862.681210517883
808000,4929.036683944038,14888.30372428894
809000,4905.221757885508,14914.215222358704
810000,5057.586244798553,14940.33644270897
821000,5158.245544904369,15228.301441907883
822000,5203.6479144149625,15254.675640583038
823000,4960.668814899,15281.164482831955
824000,5130.293151732307,15307.674937486649
825000,5233.545119785775,15334.61090707779
836000,5157.375222849967,15628.917499542236
837000,5303.842166152665,15655.582388401031
838000,5346.760312189661,15682.211528539658
839000,5229.9145564895625,15708.998268127441
840000,5215.645591037817,15735.79073548317
851000,5331.7250344910735,16031.377463817596
852000,5285.654808879671,16058.930617570877
853000,5142.16428416318,16086.794251441956
854000,5276.908162310248,16114.716717243195
855000,5443.198134049471,16142.216479063034
866000,5143.021197860203,16451.975122451782
867000,5234.209122351964,16479.475647449493
868000,5115.002443610546,16506.721875429153
869000,5228.208461327737,16534.461567878723
870000,5303.9175860179785,16562.056566476822
881000,5325.918093940836,16868.292878866196
882000,5268.888428111141,16896.23880648613
883000,4969.545879353536,16924.523195266724
884000,5079.67200623629,16952.74301981926
885000,5171.275409127006,16981.206112146378
896000,5010.881643747784,17293.887873888016
897000,5239.406197516943,17322.398584842682
898000,4946.565557080163,17351.105872631073
899000,4905.177864255981,17380.22299671173
900000,5054.586427262978,17408.85952949524
911000,4797.121291860711,17724.216502904892
912000,5228.407475200714,17753.369627952576
913000,5362.203193197973,17781.796371936798
914000,5323.722456680329,17810.88329267502
915000,5197.7499941731785,17839.77943944931
926000,5349.738951139146,18158.789540290833
927000,5399.855030485776,18187.200788021088
928000,5642.626664179544,18215.814148664474
929000,5155.019404030642,18244.91522526741
930000,5435.156518320895,18274.074770450592
941000,5277.013125651955,18594.85548377037
942000,5234.717308732368,18624.459715127945
943000,5334.336090415907,18654.033878087997
944000,5469.897281331287,18683.218523025513
945000,5165.415951677505,18712.75878739357
956000,5792.766064278998,19039.05713582039
957000,5302.980289469164,19069.088109493256
958000,5313.680484333399,19098.9234726429
959000,5533.676751925241,19128.92595767975
960000,5432.3907965801955,19158.907341718674
971000,5305.9278083877,19489.02112841606
972000,5267.472410127215,19518.877145051956
973000,5396.551095743504,19549.307775259018
974000,5506.161726750708,19579.43287873268
975000,5679.231337659612,19609.959540367126
986000,5733.082528773182,19946.454290151596
987000,5610.771752005077,19976.888789653778
988000,5469.915703973243,20007.261622190475
989000,5733.087977711948,20037.79415845871
990000,5333.03237340904,20068.32848572731
