0,1,2
11000,-11.488942723567568,118.72140717506409
12000,-103.96868871420159,129.38578534126282
13000,-113.53003741007792,139.97926378250122
14000,-18.5119196249623,150.8289179801941
15000,6.047879523690488,161.48009824752808
26000,155.68393924547837,283.18025493621826
27000,157.9387526945483,294.4738245010376
28000,176.38435268013816,305.6874420642853
29000,186.18475064254844,317.0052945613861
30000,297.3155220986195,328.261611700058
41000,223.48646903402897,453.9747416973114
42000,674.4867578563197,465.3953182697296
43000,680.628757564074,477.19724345207214
44000,551.7696284542068,488.9392297267914
45000,570.6547296757147,500.53972601890564
56000,1264.089318374421,630.7359545230865
57000,1275.5810028218627,642.7456789016724
58000,1287.6565542942276,654.6579327583313
59000,1331.470711280237,666.5234668254852
60000,1351.357391867945,678.5495889186859
71000,1282.5753476908556,810.3948969841003
72000,1402.2850667900489,822.3441278934479
73000,1397.1064995165207,834.4267621040344
74000,1434.0317245355711,846.6503472328186
75000,1382.455552559596,858.7458226680756
86000,1549.3934235362424,994.3900561332703
87000,1478.4749258327022,1006.8162155151367
88000,1588.6753835199597,1019.1267733573914
89000,1636.1370060377035,1031.4817447662354
90000,1627.0878305352776,1043.9635314941406
101000,1578.5649762348057,1185.4074175357819
102000,1662.4682573707723,1198.3219830989838
103000,1612.1233969591076,1211.4318444728851
104000,1546.3368877359715,1224.237946510315
105000,1476.8497188131257,1237.2582747936249
116000,1789.75349437137,1380.379061460495
117000,1567.4742304001445,1394.0141537189484
118000,1586.0418485122905,1407.0983233451843
119000,1588.6199032119252,1420.5020589828491
120000,1707.694811252456,1434.1057620048523
131000,1465.7933068048555,1581.8895955085754
132000,1551.0415677017706,1595.139621257782
133000,1502.0219829842674,1608.8370683193207
134000,1562.6566674720955,1622.310301542282
135000,1544.8670769932846,1635.933942079544
146000,1622.3555545160998,1784.9749836921692
147000,1625.3259839988762,1798.5037398338318
148000,1609.6581835250142,1812.211557149887
149000,1477.6572821057055,1825.7747147083282
150000,1555.3668253391231,1839.3336372375488
161000,1643.465623512229,1991.6679251194
162000,1721.8212343888881,2005.4034662246704
163000,596.4090493132472,2019.1391179561615
164000,1693.3874200695877,2032.925241947174
165000,1531.7174002812917,2046.7539863586426
176000,1838.2204139732196,2202.5528547763824
177000,112.03324992033107,2216.9555196762085
178000,1615.5428107414637,2231.350424051285
179000,1789.0505254101597,2245.6179552078247
180000,1875.8185768016517,2259.797328710556
191000,1881.7752196588744,2418.017602920532
192000,1776.8562512832536,2432.3436691761017
193000,1858.4834067413233,2446.7115914821625
194000,1872.371907814436,2461.042266845703
195000,1833.1706718600037,2475.643476009369
206000,1674.0213831285084,2636.3897111415863
207000,1911.7678931150879,2650.9563031196594
208000,1963.8603614394779,2665.7827463150024
209000,818.7923548583423,2680.394903421402
210000,1821.3636519836625,2695.1617028713226
221000,1811.1473492866114,2858.7164845466614
222000,1877.231213996556,2873.9921877384186
223000,1486.7318125811635,2889.081059217453
224000,1794.139317247941,2904.026370048523
225000,1807.3837770466816,2918.8069970607758
236000,1708.0622638612485,3085.951730489731
237000,1646.7464282237322,3101.2443850040436
238000,672.4212488392706,3116.7567598819733
239000,1739.8916253827754,3132.1564416885376
240000,1786.566855277929,3147.5481300354004
251000,1793.836830790764,3317.143581867218
252000,1923.0171791641553,3332.699595451355
253000,1722.6853401753344,3349.8109996318817
254000,2008.4183331209213,3366.527043581009
255000,1930.11523223437,3382.702363014221
266000,1880.2915667600018,3557.7939791679382
267000,226.99358764531738,3573.383691549301
268000,2106.4283165800853,3589.309276342392
269000,2055.0811347269814,3605.049281835556
270000,2071.983524700097,3620.944265604019
281000,1989.5551272862815,3796.481602668762
282000,2113.5096669168593,3812.5887780189514
283000,1903.4598073150783,3828.6310036182404
284000,2021.9885659788297,3844.752204179764
285000,1889.1579838454586,3860.9914634227753
296000,2223.137816080392,4040.1748950481415
297000,2194.9496590985086,4056.59831738472
298000,2138.0570723554447,4072.6652398109436
299000,1960.846598285848,4088.790228843689
300000,2107.823353807383,4105.2292358875275
311000,2578.278647735082,4288.517237901688
312000,2528.028312811964,4305.182369470596
313000,2591.278056945095,4322.1637279987335
314000,2699.9633313235054,4338.987292051315
315000,2568.906995274512,4355.735657453537
326000,2777.1945903880005,4541.770037651062
327000,2776.8497786519533,4558.891726255417
328000,2857.281430648418,4575.8133664131165
329000,2621.052506324797,4593.018178701401
330000,3010.972027549921,4610.091470956802
341000,3210.3919547121013,4799.315116643906
342000,3113.3401656945202,4816.533255815506
343000,3203.0869607467457,4834.052875995636
344000,3129.3225967096882,4851.318335771561
345000,3233.840160249883,4868.54980134964
356000,3248.133778951149,5061.68163895607
357000,3468.612496115128,5079.281683206558
358000,3165.296259804866,5096.857033967972
359000,2900.1497043653794,5114.441800832748
360000,3122.102881499901,5132.308034896851
371000,3225.471544755489,5328.074222564697
372000,3621.368625648074,5345.729670763016
373000,3165.4863764210427,5363.45218706131
374000,3586.3784675986535,5381.121215105057
375000,3353.339997134949,5398.693073511124
386000,3565.0821584890114,5595.707798480988
387000,3290.4971831807215,5613.922251224518
388000,3437.0790205829962,5631.847053289413
389000,3437.0706288907845,5650.050471305847
390000,3388.5440531629056,5668.275095701218
401000,3420.3087485413694,5869.116844177246
402000,3323.1289054576055,5887.486604213715
403000,3196.070190300122,5905.768361091614
404000,3424.8972097943542,5924.568176746368
405000,3311.78217678765,5943.579039573669
416000,3603.9831163158337,6147.493850708008
417000,3241.8153974064817,6166.017341375351
418000,3520.2395392482504,6184.60253739357
419000,3432.288982228376,6203.154002904892
420000,3332.277699530543,6221.771403551102
431000,3448.0695203491227,6428.015968799591
432000,3624.1917636778235,6446.948461771011
433000,3467.659909730516,6466.171696424484
434000,3306.8095592515133,6485.185178518295
435000,3545.839104277906,6504.225726604462
446000,3577.37566880116,6714.479953527451
447000,3734.598451137994,6734.100927829742
448000,3654.6197153060643,6753.17032957077
449000,3583.3761132274194,6772.341715812683
450000,3740.9032813670738,6791.531024694443
461000,3779.329579901797,7005.624948263168
462000,3865.1668415623017,7024.956711292267
463000,3750.618402789597,7044.673655509949
464000,3785.016292567908,7064.313805818558
465000,3889.8671335883055,7083.638118267059
476000,3876.305230038664,7299.405118465424
477000,3519.8830751307287,7319.001313209534
478000,3458.292398998198,7338.434167146683
479000,3719.874801135782,7357.837255477905
480000,3885.7460802416626,7377.5840055942535
491000,3837.476740670658,7594.166984796524
492000,3773.328159070788,7614.093756914139
493000,3636.264164530903,7633.595566034317
494000,3877.2805554934835,7653.186212301254
495000,3665.802998397555,7672.860576629639
506000,3903.278103961411,7889.683868408203
507000,3633.1720173584167,7909.62203836441
508000,3718.1484775750246,7929.706248998642
509000,3860.898021391326,7949.988365650177
510000,3614.1779842199694,7970.9240782260895
521000,3921.3521106241697,8193.469913959503
522000,4096.690051716059,8213.84830570221
523000,3876.3174074062144,8234.23424077034
524000,3810.8193360365194,8254.408472537994
525000,3862.138382594655,8274.66885304451
536000,3886.1121336117676,8497.002934217453
537000,3831.380209504646,8517.545778751373
538000,3931.4808175463772,8537.983896017075
539000,3946.3003960701417,8558.518816947937
540000,4027.3370070001524,8579.24496269226
551000,3956.883370304311,8806.345267057419
552000,4044.164680631783,8827.168704032898
553000,3935.971159967701,8848.235306739807
554000,3978.196058925692,8869.12375330925
555000,4213.300812941055,8889.890572071075
566000,4044.156062999786,9120.376051187515
567000,4093.9936728822145,9141.585590600967
568000,4195.506252167406,9162.839177846909
569000,4193.314719880689,9184.12970161438
570000,4133.347530440556,9205.398795127869
581000,4132.666574056779,9440.770332098007
582000,4148.43666287995,9462.030892372131
583000,4043.571112933627,9483.589158535004
584000,4081.5784948815913,9505.195886850357
585000,3963.464329808562,9526.927819728851
596000,4066.097246576302,9765.475738048553
597000,3995.7762662624345,9787.571348190308
598000,4168.332870825204,9809.651020765305
599000,4074.383695501716,9831.269720077515
600000,4119.188037004279,9853.078780651093
611000,4117.6798333646975,10098.276673316956
612000,4480.645587977379,10120.241569519043
613000,4151.029082285792,10142.241527080536
614000,3992.5947602783654,10164.427578687668
615000,4173.564105735709,10186.856939554214
626000,4116.733933509871,10436.366416692734
627000,4221.52067624224,10458.799656152725
628000,4086.603567387676,10482.051667690277
629000,4185.23574047688,10505.45596575737
630000,4416.099938712681,10528.501121997833
641000,4280.646651820919,10782.593507528305
642000,4476.416958813358,10805.818138837814
643000,4167.54218592717,10829.301106214523
644000,4312.251523687504,10852.551203727722
645000,4498.58619394487,10875.637706041336
656000,4764.497652984497,11134.568855047226
