0,1,2
1503,-141.83791075020216,18.40178394317627
3006,-39.91438732266226,36.26646852493286
4509,-61.88115948387409,55.5526602268219
6012,-0.240207683937395,75.55522394180298
7515,4.699491404161668,93.26351404190063
9018,8.697427663351453,111.5534439086914
10521,8.573654091774959,131.8101863861084
12024,11.55352380317803,151.07800340652466
13527,9.46719365817997,170.74676394462585
15030,8.477502968262637,190.81457710266113
16533,11.131458114029877,212.05795645713806
18036,8.26953959972406,234.13485169410706
19539,5.286241909967444,254.81304121017456
21042,3.090255220441678,276.08333706855774
22545,3.8328494722052953,297.02914667129517
24048,4.579837915887519,318.12499022483826
